date,sku,customer,plant,qty,revenue
2024-09-01,FG002,HomeServe,TLL,494,47424
2024-09-01,FG002,BuildSmart,TLL,329,31584
2024-10-01,FG002,HomeServe,TLL,430,41280
2024-10-01,FG002,BuildSmart,TLL,287,27552
2024-11-01,FG002,HomeServe,TLL,408,39168
2024-11-01,FG002,BuildSmart,TLL,272,26112
2024-12-01,FG002,HomeServe,TLL,432,41472
2024-12-01,FG002,BuildSmart,TLL,288,27648
2025-01-01,FG002,HomeServe,TLL,437,41952
2025-01-01,FG002,BuildSmart,TLL,292,28032
2025-02-01,FG002,HomeServe,TLL,454,43584
2025-02-01,FG002,BuildSmart,TLL,302,28992
2025-03-01,FG002,HomeServe,TLL,530,50880
2025-03-01,FG002,BuildSmart,TLL,354,33984
2025-04-01,FG002,HomeServe,TLL,552,52992
2025-04-01,FG002,BuildSmart,TLL,368,35328
2025-05-01,FG002,HomeServe,TLL,618,59328
2025-05-01,FG002,BuildSmart,TLL,412,39552
2025-06-01,FG002,HomeServe,TLL,611,58656
2025-06-01,FG002,BuildSmart,TLL,407,39072
2025-07-01,FG002,HomeServe,TLL,606,58176
2025-07-01,FG002,BuildSmart,TLL,404,38784
2025-08-01,FG002,HomeServe,TLL,572,54912
2025-08-01,FG002,BuildSmart,TLL,381,36576
2025-09-01,FG002,HomeServe,TLL,487,46752
2025-09-01,FG002,BuildSmart,TLL,324,31104
2025-10-01,FG002,HomeServe,TLL,463,44448
2025-10-01,FG002,BuildSmart,TLL,308,29568
2025-11-01,FG002,HomeServe,TLL,407,39072
2025-11-01,FG002,BuildSmart,TLL,271,26016
2025-12-01,FG002,HomeServe,TLL,439,42144
2025-12-01,FG002,BuildSmart,TLL,293,28128
2024-07-01,FG003,BuildSmart,KRK,532,28728
2024-07-01,FG003,NordRetail,KRK,355,19170
2024-08-01,FG003,BuildSmart,KRK,461,24894
2024-08-01,FG003,NordRetail,KRK,308,16632
2024-09-01,FG003,BuildSmart,KRK,428,23112
2024-09-01,FG003,NordRetail,KRK,285,15390
2024-10-01,FG003,BuildSmart,KRK,409,22086
2024-10-01,FG003,NordRetail,KRK,272,14688
2024-11-01,FG003,BuildSmart,KRK,364,19656
2024-11-01,FG003,NordRetail,KRK,243,13122
2024-12-01,FG003,BuildSmart,KRK,378,20412
2024-12-01,FG003,NordRetail,KRK,252,13608
2025-01-01,FG003,BuildSmart,KRK,384,20736
2025-01-01,FG003,NordRetail,KRK,256,13824
2025-02-01,FG003,BuildSmart,KRK,446,24084
2025-02-01,FG003,NordRetail,KRK,297,16038
2025-03-01,FG003,BuildSmart,KRK,452,24408
2025-03-01,FG003,NordRetail,KRK,302,16308
2025-04-01,FG003,BuildSmart,KRK,528,28512
2025-04-01,FG003,NordRetail,KRK,352,19008
2025-05-01,FG003,BuildSmart,KRK,538,29052
2025-05-01,FG003,NordRetail,KRK,359,19386
2025-06-01,FG003,BuildSmart,KRK,549,29646
2025-06-01,FG003,NordRetail,KRK,366,19764
2025-07-01,FG003,BuildSmart,KRK,574,30996
2025-07-01,FG003,NordRetail,KRK,382,20628
2025-08-01,FG003,BuildSmart,KRK,562,30348
2025-08-01,FG003,NordRetail,KRK,374,20196
2025-09-01,FG003,BuildSmart,KRK,519,28026
2025-09-01,FG003,NordRetail,KRK,346,18684
2025-10-01,FG003,BuildSmart,KRK,460,24840
2025-10-01,FG003,NordRetail,KRK,307,16578
2025-11-01,FG003,BuildSmart,KRK,398,21492
2025-11-01,FG003,NordRetail,KRK,266,14364
2025-12-01,FG003,BuildSmart,KRK,391,21114
2025-12-01,FG003,NordRetail,KRK,260,14040
2024-07-01,FG004,NordRetail,KRK,670,88440
2024-07-01,FG004,TechDistro EU,KRK,447,59004
2024-08-01,FG004,NordRetail,KRK,640,84480
2024-08-01,FG004,TechDistro EU,KRK,426,56232
2024-09-01,FG004,NordRetail,KRK,549,72468
2024-09-01,FG004,TechDistro EU,KRK,366,48312
2024-10-01,FG004,NordRetail,KRK,503,66396
2024-10-01,FG004,TechDistro EU,KRK,336,44352
2024-11-01,FG004,NordRetail,KRK,491,64812
2024-11-01,FG004,TechDistro EU,KRK,328,43296
2024-12-01,FG004,NordRetail,KRK,450,59400
2024-12-01,FG004,TechDistro EU,KRK,300,39600
2025-01-01,FG004,NordRetail,KRK,504,66528
2025-01-01,FG004,TechDistro EU,KRK,336,44352
2025-02-01,FG004,NordRetail,KRK,587,77484
2025-02-01,FG004,TechDistro EU,KRK,391,51612
2025-03-01,FG004,NordRetail,KRK,608,80256
2025-03-01,FG004,TechDistro EU,KRK,405,53460
2025-04-01,FG004,NordRetail,KRK,676,89232
2025-04-01,FG004,TechDistro EU,KRK,451,59532
2025-05-01,FG004,NordRetail,KRK,706,93192
2025-05-01,FG004,TechDistro EU,KRK,470,62040
2025-06-01,FG004,NordRetail,KRK,689,90948
2025-06-01,FG004,TechDistro EU,KRK,460,60720
2025-07-01,FG004,NordRetail,KRK,674,88968
2025-07-01,FG004,TechDistro EU,KRK,450,59400
2025-08-01,FG004,NordRetail,KRK,697,92004
2025-08-01,FG004,TechDistro EU,KRK,465,61380
2025-09-01,FG004,NordRetail,KRK,591,78012
2025-09-01,FG004,TechDistro EU,KRK,394,52008
2025-10-01,FG004,NordRetail,KRK,595,78540
2025-10-01,FG004,TechDistro EU,KRK,397,52404
2025-11-01,FG004,NordRetail,KRK,502,66264
2025-11-01,FG004,TechDistro EU,KRK,335,44220
2025-12-01,FG004,NordRetail,KRK,507,66924
2025-12-01,FG004,TechDistro EU,KRK,338,44616
2024-07-01,FG005,TechDistro EU,OPO,1070,41730
2024-07-01,FG005,HomeServe,OPO,713,27807
2024-08-01,FG005,TechDistro EU,OPO,907,35373
2024-08-01,FG005,HomeServe,OPO,605,23595
2024-09-01,FG005,TechDistro EU,OPO,877,34203
2024-09-01,FG005,HomeServe,OPO,584,22776
2024-10-01,FG005,TechDistro EU,OPO,862,33618
2024-10-01,FG005,HomeServe,OPO,574,22386
2024-11-01,FG005,TechDistro EU,OPO,734,28626
2024-11-01,FG005,HomeServe,OPO,490,19110
2024-12-01,FG005,TechDistro EU,OPO,757,29523
2024-12-01,FG005,HomeServe,OPO,504,19656
2025-01-01,FG005,TechDistro EU,OPO,868,33852
2025-01-01,FG005,HomeServe,OPO,579,22581
2025-02-01,FG005,TechDistro EU,OPO,818,31902
2025-02-01,FG005,HomeServe,OPO,546,21294
2025-03-01,FG005,TechDistro EU,OPO,974,37986
2025-03-01,FG005,HomeServe,OPO,650,25350
2025-04-01,FG005,TechDistro EU,OPO,1095,42705
2025-04-01,FG005,HomeServe,OPO,730,28470
2025-05-01,FG005,TechDistro EU,OPO,1034,40326
2025-05-01,FG005,HomeServe,OPO,690,26910
2025-06-01,FG005,TechDistro EU,OPO,1134,44226
2025-06-01,FG005,HomeServe,OPO,756,29484
2025-07-01,FG005,TechDistro EU,OPO,1099,42861
2025-07-01,FG005,HomeServe,OPO,733,28587
2025-08-01,FG005,TechDistro EU,OPO,960,37440
2025-08-01,FG005,HomeServe,OPO,640,24960
2025-09-01,FG005,TechDistro EU,OPO,917,35763
2025-09-01,FG005,HomeServe,OPO,612,23868
2025-10-01,FG005,TechDistro EU,OPO,834,32526
2025-10-01,FG005,HomeServe,OPO,556,21684
2025-11-01,FG005,TechDistro EU,OPO,860,33540
2025-11-01,FG005,HomeServe,OPO,574,22386
2025-12-01,FG005,TechDistro EU,OPO,766,29874
2025-12-01,FG005,HomeServe,OPO,511,19929
2024-07-01,FG006,HomeServe,OPO,691,85684
2024-07-01,FG006,BuildSmart,OPO,461,57164
2024-08-01,FG006,HomeServe,OPO,663,82212
2024-08-01,FG006,BuildSmart,OPO,442,54808
2024-09-01,FG006,HomeServe,OPO,627,77748
2024-09-01,FG006,BuildSmart,OPO,418,51832
2024-10-01,FG006,HomeServe,OPO,549,68076
2024-10-01,FG006,BuildSmart,OPO,366,45384
2024-11-01,FG006,HomeServe,OPO,523,64852
2024-11-01,FG006,BuildSmart,OPO,348,43152
2024-12-01,FG006,HomeServe,OPO,485,60140
2024-12-01,FG006,BuildSmart,OPO,323,40052
2025-01-01,FG006,HomeServe,OPO,514,63736
2025-01-01,FG006,BuildSmart,OPO,342,42408
2025-02-01,FG006,HomeServe,OPO,606,75144
2025-02-01,FG006,BuildSmart,OPO,404,50096
2025-03-01,FG006,HomeServe,OPO,620,76880
2025-03-01,FG006,BuildSmart,OPO,413,51212
2025-04-01,FG006,HomeServe,OPO,658,81592
2025-04-01,FG006,BuildSmart,OPO,438,54312
2025-05-01,FG006,HomeServe,OPO,764,94736
2025-05-01,FG006,BuildSmart,OPO,510,63240
2025-06-01,FG006,HomeServe,OPO,736,91264
2025-06-01,FG006,BuildSmart,OPO,490,60760
2025-07-01,FG006,HomeServe,OPO,727,90148
2025-07-01,FG006,BuildSmart,OPO,484,60016
2025-08-01,FG006,HomeServe,OPO,737,91388
2025-08-01,FG006,BuildSmart,OPO,491,60884
2025-09-01,FG006,HomeServe,OPO,604,74896
2025-09-01,FG006,BuildSmart,OPO,402,49848
2025-10-01,FG006,HomeServe,OPO,588,72912
2025-10-01,FG006,BuildSmart,OPO,392,48608
2025-11-01,FG006,HomeServe,OPO,582,72168
2025-11-01,FG006,BuildSmart,OPO,388,48112
2025-12-01,FG006,HomeServe,OPO,562,69688
2025-12-01,FG006,BuildSmart,OPO,375,46500
2024-07-01,FG007,BuildSmart,GDN,163,3586
2024-07-01,FG007,NordRetail,GDN,108,2376
2024-08-01,FG007,BuildSmart,GDN,157,3454
2024-08-01,FG007,NordRetail,GDN,104,2288
2024-09-01,FG007,BuildSmart,GDN,155,3410
2024-09-01,FG007,NordRetail,GDN,103,2266
2024-10-01,FG007,BuildSmart,GDN,125,2750
2024-10-01,FG007,NordRetail,GDN,83,1826
2024-11-01,FG007,BuildSmart,GDN,131,2882
2024-11-01,FG007,NordRetail,GDN,87,1914
2024-12-01,FG007,BuildSmart,GDN,124,2728
2024-12-01,FG007,NordRetail,GDN,82,1804
2025-01-01,FG007,BuildSmart,GDN,139,3058
2025-01-01,FG007,NordRetail,GDN,92,2024
2025-02-01,FG007,BuildSmart,GDN,149,3278
2025-02-01,FG007,NordRetail,GDN,100,2200
2025-03-01,FG007,BuildSmart,GDN,152,3344
2025-03-01,FG007,NordRetail,GDN,102,2244
2025-04-01,FG007,BuildSmart,GDN,160,3520
2025-04-01,FG007,NordRetail,GDN,106,2332
2025-05-01,FG007,BuildSmart,GDN,190,4180
2025-05-01,FG007,NordRetail,GDN,127,2794
2025-06-01,FG007,BuildSmart,GDN,167,3674
2025-06-01,FG007,NordRetail,GDN,111,2442
2025-07-01,FG007,BuildSmart,GDN,182,4004
2025-07-01,FG007,NordRetail,GDN,121,2662
2025-08-01,FG007,BuildSmart,GDN,175,3850
2025-08-01,FG007,NordRetail,GDN,117,2574
2025-09-01,FG007,BuildSmart,GDN,155,3410
2025-09-01,FG007,NordRetail,GDN,103,2266
2025-10-01,FG007,BuildSmart,GDN,145,3190
2025-10-01,FG007,NordRetail,GDN,97,2134
2025-11-01,FG007,BuildSmart,GDN,121,2662
2025-11-01,FG007,NordRetail,GDN,81,1782
2025-12-01,FG007,BuildSmart,GDN,128,2816
2025-12-01,FG007,NordRetail,GDN,86,1892
2024-07-01,FG008,NordRetail,MUC,346,26988
2024-07-01,FG008,TechDistro EU,MUC,231,18018
2024-08-01,FG008,NordRetail,MUC,328,25584
2024-08-01,FG008,TechDistro EU,MUC,219,17082
2024-09-01,FG008,NordRetail,MUC,329,25662
2024-09-01,FG008,TechDistro EU,MUC,220,17160
2024-10-01,FG008,NordRetail,MUC,288,22464
2024-10-01,FG008,TechDistro EU,MUC,192,14976
2024-11-01,FG008,NordRetail,MUC,277,21606
2024-11-01,FG008,TechDistro EU,MUC,185,14430
2024-12-01,FG008,NordRetail,MUC,257,20046
2024-12-01,FG008,TechDistro EU,MUC,171,13338
2025-01-01,FG008,NordRetail,MUC,263,20514
2025-01-01,FG008,TechDistro EU,MUC,175,13650
2025-02-01,FG008,NordRetail,MUC,311,24258
2025-02-01,FG008,TechDistro EU,MUC,208,16224
2025-03-01,FG008,NordRetail,MUC,322,25116
2025-03-01,FG008,TechDistro EU,MUC,215,16770
2025-04-01,FG008,NordRetail,MUC,378,29484
2025-04-01,FG008,TechDistro EU,MUC,252,19656
2025-05-01,FG008,NordRetail,MUC,397,30966
2025-05-01,FG008,TechDistro EU,MUC,265,20670
2025-06-01,FG008,NordRetail,MUC,365,28470
2025-06-01,FG008,TechDistro EU,MUC,244,19032
2025-07-01,FG008,NordRetail,MUC,402,31356
2025-07-01,FG008,TechDistro EU,MUC,268,20904
2025-08-01,FG008,NordRetail,MUC,376,29328
2025-08-01,FG008,TechDistro EU,MUC,250,19500
2025-09-01,FG008,NordRetail,MUC,310,24180
2025-09-01,FG008,TechDistro EU,MUC,206,16068
2025-10-01,FG008,NordRetail,MUC,310,24180
2025-10-01,FG008,TechDistro EU,MUC,206,16068
2025-11-01,FG008,NordRetail,MUC,266,20748
2025-11-01,FG008,TechDistro EU,MUC,178,13884
2025-12-01,FG008,NordRetail,MUC,274,21372
2025-12-01,FG008,TechDistro EU,MUC,182,14196
2024-07-01,FG009,TechDistro EU,TLL,694,127696
2024-07-01,FG009,HomeServe,TLL,462,85008
2024-08-01,FG009,TechDistro EU,TLL,634,116656
2024-08-01,FG009,HomeServe,TLL,423,77832
2024-09-01,FG009,TechDistro EU,TLL,589,108376
2024-09-01,FG009,HomeServe,TLL,392,72128
2024-10-01,FG009,TechDistro EU,TLL,510,93840
2024-10-01,FG009,HomeServe,TLL,340,62560
2024-11-01,FG009,TechDistro EU,TLL,535,98440
2024-11-01,FG009,HomeServe,TLL,356,65504
2024-12-01,FG009,TechDistro EU,TLL,475,87400
2024-12-01,FG009,HomeServe,TLL,316,58144
2025-01-01,FG009,TechDistro EU,TLL,530,97520
2025-01-01,FG009,HomeServe,TLL,353,64952
2025-02-01,FG009,TechDistro EU,TLL,547,100648
2025-02-01,FG009,HomeServe,TLL,365,67160
2025-03-01,FG009,TechDistro EU,TLL,575,105800
2025-03-01,FG009,HomeServe,TLL,383,70472
2025-04-01,FG009,TechDistro EU,TLL,637,117208
2025-04-01,FG009,HomeServe,TLL,424,78016
2025-05-01,FG009,TechDistro EU,TLL,685,126040
2025-05-01,FG009,HomeServe,TLL,456,83904
2025-06-01,FG009,TechDistro EU,TLL,700,128800
2025-06-01,FG009,HomeServe,TLL,466,85744
2025-07-01,FG009,TechDistro EU,TLL,673,123832
2025-07-01,FG009,HomeServe,TLL,449,82616
2025-08-01,FG009,TechDistro EU,TLL,704,129536
2025-08-01,FG009,HomeServe,TLL,470,86480
2025-09-01,FG009,TechDistro EU,TLL,637,117208
2025-09-01,FG009,HomeServe,TLL,425,78200
2025-10-01,FG009,TechDistro EU,TLL,584,107456
2025-10-01,FG009,HomeServe,TLL,389,71576
2025-11-01,FG009,TechDistro EU,TLL,532,97888
2025-11-01,FG009,HomeServe,TLL,354,65136
2025-12-01,FG009,TechDistro EU,TLL,499,91816
2025-12-01,FG009,HomeServe,TLL,333,61272
2024-07-01,FG010,NordRetail,MUC,668,94856
2024-07-01,FG010,TechDistro EU,MUC,445,63190
2024-08-01,FG010,NordRetail,MUC,598,84916
2024-08-01,FG010,TechDistro EU,MUC,398,56516
2024-09-01,FG010,NordRetail,MUC,535,75970
2024-09-01,FG010,TechDistro EU,MUC,356,50552
2024-10-01,FG010,NordRetail,MUC,532,75544
2024-10-01,FG010,TechDistro EU,MUC,354,50268
2024-11-01,FG010,NordRetail,MUC,511,72562
2024-11-01,FG010,TechDistro EU,MUC,340,48280
2024-12-01,FG010,NordRetail,MUC,493,70006
2024-12-01,FG010,TechDistro EU,MUC,329,46718
2025-01-01,FG010,NordRetail,MUC,522,74124
2025-01-01,FG010,TechDistro EU,MUC,348,49416
2025-02-01,FG010,NordRetail,MUC,516,73272
2025-02-01,FG010,TechDistro EU,MUC,344,48848
2025-03-01,FG010,NordRetail,MUC,560,79520
2025-03-01,FG010,TechDistro EU,MUC,373,52966
2025-04-01,FG010,NordRetail,MUC,691,98122
2025-04-01,FG010,TechDistro EU,MUC,461,65462
2025-05-01,FG010,NordRetail,MUC,680,96560
2025-05-01,FG010,TechDistro EU,MUC,453,64326
2025-06-01,FG010,NordRetail,MUC,671,95282
2025-06-01,FG010,TechDistro EU,MUC,447,63474
2025-07-01,FG010,NordRetail,MUC,697,98974
2025-07-01,FG010,TechDistro EU,MUC,465,66030
2025-08-01,FG010,NordRetail,MUC,613,87046
2025-08-01,FG010,TechDistro EU,MUC,409,58078
2025-09-01,FG010,NordRetail,MUC,584,82928
2025-09-01,FG010,TechDistro EU,MUC,390,55380
2025-10-01,FG010,NordRetail,MUC,530,75260
2025-10-01,FG010,TechDistro EU,MUC,354,50268
2025-11-01,FG010,NordRetail,MUC,497,70574
2025-11-01,FG010,TechDistro EU,MUC,332,47144
2025-12-01,FG010,NordRetail,MUC,506,71852
2025-12-01,FG010,TechDistro EU,MUC,338,47996
